NU_INSCRICAO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,N_PESSOAS_MESMA_RED,INTERNET,MEDIA_CANDIDATO,SCORE_CONSUMO,SCORE_CULT_PAIS,RENDA
190001250899,2,0,1,0,0,2,0,2,1.0,3,2.0,1.0,1.0,4,1,446.22,18,5.0,499
190003576085,3,0,1,1,1,2,0,3,1.0,10,4.0,1.0,1.0,4,1,578.2,28,11.0,1247
190001526795,3,0,1,3,1,2,0,2,1.0,22,2.0,1.0,1.0,3,1,556.48,13,8.0,2245
190005267134,3,1,1,3,1,2,0,2,1.0,3,2.0,1.0,1.0,7,1,576.7,14,4.0,3493
190003385395,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,509.4200000000001,15,11.0,2744
190003546342,3,1,1,2,1,2,0,2,1.0,9,2.0,1.0,1.0,3,0,410.94,12,1.0,1247
190001374066,2,1,1,1,1,2,0,2,1.0,19,2.0,1.0,1.0,2,1,584.0400000000001,5,0.0,1247
190003889539,2,1,1,1,1,2,0,2,1.0,19,2.0,1.0,1.0,5,1,588.6600000000001,14,8.0,499
190002879551,2,1,1,3,1,2,0,2,1.0,17,2.0,1.0,1.0,4,1,580.58,16,8.0,2245
190005369787,3,0,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,437.64,10,7.0,1247
190001247448,2,1,1,3,1,2,0,2,1.0,3,2.0,1.0,1.0,3,0,486.24000000000007,15,4.0,499
190002770918,2,1,1,2,1,2,0,2,1.0,4,1.0,1.0,1.0,3,1,541.02,20,5.0,499
190002059686,4,1,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,2,0,395.8,5,1.0,499
190003191736,3,0,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,3,1,508.7,9,6.0,499
190002451650,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,598.86,25,11.0,1746
190002682079,3,1,1,1,1,2,0,2,1.0,1,2.0,1.0,1.0,2,1,431.74,7,8.0,1247
190004179168,3,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,430.0799999999999,13,11.0,4491
190001377231,2,1,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,4,1,513.0600000000001,6,5.0,499
190003285237,2,0,1,1,1,2,0,2,1.0,10,2.0,1.0,1.0,3,1,631.5800000000002,23,9.0,1746
190001096733,3,1,1,1,1,2,0,3,1.0,7,4.0,1.0,1.0,6,1,613.6200000000001,16,7.0,3493
190004079595,3,1,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,5,1,601.04,21,6.0,4491
190005877826,3,1,1,1,1,2,0,2,1.0,0,2.0,1.0,1.0,3,1,507.02,19,6.0,2744
190001040223,2,1,1,3,1,2,0,2,1.0,26,2.0,1.0,1.0,3,1,468.9,10,11.0,2245
190003230126,3,1,1,2,1,2,0,2,1.0,8,2.0,1.0,1.0,6,0,608.6800000000001,2,0.0,1247
190004294968,2,0,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,5,1,643.4399999999999,25,8.0,3493
190002582081,3,0,1,1,1,2,0,2,1.0,10,2.0,2.0,1.0,4,0,371.18,0,0.0,499
190003531599,4,0,1,2,1,2,0,2,1.0,22,2.0,1.0,1.0,4,0,368.14,11,0.0,499
190004445605,2,1,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,4,0,431.74,7,8.0,499
190004124684,2,1,1,0,1,2,0,2,1.0,17,2.0,1.0,1.0,4,1,478.84,17,3.0,1247
190003653156,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,624.6200000000001,15,8.0,2245
190002690837,2,1,1,1,1,2,0,3,1.0,20,4.0,1.0,1.0,4,1,642.24,42,14.0,13473
190006101134,3,1,1,1,1,2,0,2,1.0,1,2.0,1.0,1.0,3,1,644.7,22,4.0,3493
190003389740,2,1,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,5,1,635.22,17,8.0,2245
190003403880,3,1,1,2,1,2,0,2,1.0,3,2.0,1.0,1.0,6,0,497.78,5,4.0,499
190004957461,3,1,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,3,1,460.88,20,2.0,1746
190001730004,2,1,1,3,1,2,0,2,1.0,20,2.0,1.0,1.0,4,1,470.36,18,14.0,4491
190001685374,3,0,1,1,1,2,0,2,1.0,20,1.0,1.0,1.0,4,1,689.8,35,6.0,5489
190005948200,3,0,1,3,1,2,0,2,1.0,1,2.0,1.0,1.0,4,1,466.22,19,2.0,2245
190004561561,2,1,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,5,0,474.36,3,2.0,499
190003050182,2,1,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,3,1,592.4200000000001,5,3.0,1247
190005192759,3,1,1,3,1,2,0,2,1.0,4,2.0,1.0,1.0,4,1,439.78,11,2.0,499
190001456456,2,1,1,1,1,2,0,3,1.0,4,4.0,1.0,1.0,3,1,615.5200000000001,36,14.0,4491
190003311361,3,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,6,0,407.38,18,0.0,1247
190003774404,2,0,1,1,1,2,0,2,1.0,11,4.0,1.0,1.0,4,1,551.24,19,8.0,1247
190004497741,3,1,1,2,1,2,0,2,1.0,1,2.0,1.0,1.0,5,0,536.7,5,2.0,499
190004805247,2,1,1,1,1,2,0,2,1.0,0,2.0,1.0,1.0,3,1,544.78,17,6.0,4491
190001305645,3,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,617.5799999999999,13,8.0,2245
190002701721,2,1,1,3,1,2,0,3,1.0,19,4.0,1.0,1.0,3,1,746.28,28,14.0,10978
190001157855,3,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,1,402.54,12,0.0,499
190002125440,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,2,1,499.78,11,8.0,1746
190003574756,3,1,1,3,1,2,0,2,1.0,7,2.0,1.0,1.0,3,0,457.24,6,3.0,499
190002027240,1,1,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,4,0,455.12,5,0.0,499
190001221843,2,0,1,1,1,2,0,2,1.0,3,2.0,1.0,1.0,2,1,686.78,10,4.0,1247
190001726362,2,1,1,1,1,2,0,2,1.0,0,4.0,1.0,1.0,5,1,663.24,25,9.0,6487
190002723383,2,1,1,1,1,2,0,2,1.0,10,2.0,1.0,1.0,6,1,610.38,12,6.0,499
190001934750,2,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,2,0,476.14,5,2.0,0
190001728673,2,0,1,0,3,2,0,2,1.0,1,2.0,1.0,1.0,5,1,633.36,13,11.0,10978
190002960206,2,0,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,5,1,556.74,18,6.0,2245
190004193758,4,1,1,3,1,2,0,2,1.0,8,1.0,1.0,1.0,4,0,484.08,12,11.0,3493
190005236243,3,0,1,1,1,2,0,2,1.0,21,2.0,1.0,1.0,4,0,538.7,8,5.0,1746
190001945690,3,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,456.64,6,2.0,499
190002378045,2,1,1,3,1,2,0,3,1.0,22,4.0,1.0,1.0,3,1,666.78,24,11.0,8483
190004034051,5,0,1,3,1,2,0,2,1.0,4,2.0,1.0,1.0,5,1,543.4399999999999,5,5.0,1247
190001058859,2,0,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,4,0,485.08,13,4.0,1746
190001636678,3,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,1,450.86,8,4.0,1247
190004574871,2,1,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,3,1,505.4,11,8.0,1247
190004253997,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,5,1,465.62,22,14.0,7485
190002091559,2,1,1,2,1,2,0,3,1.0,2,4.0,1.0,1.0,3,1,635.46,15,11.0,1746
190001722976,3,1,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,5,1,582.3199999999999,19,0.0,1247
190001812920,2,1,1,3,1,2,0,2,1.0,2,4.0,1.0,1.0,4,1,610.64,19,5.0,4491
190004566207,2,0,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,4,1,568.72,15,5.0,1247
190001532398,3,0,1,3,2,2,0,2,1.0,11,2.0,1.0,1.0,4,1,635.26,7,8.0,499
190003058333,2,1,1,1,1,2,0,2,1.0,18,2.0,1.0,1.0,4,1,361.48,10,8.0,499
190005364432,2,1,1,1,1,2,0,2,1.0,22,2.0,1.0,1.0,5,1,580.14,21,5.0,3493
190004058992,2,0,1,1,1,2,0,2,1.0,0,2.0,1.0,1.0,4,1,506.04,22,11.0,7485
190004895053,2,0,1,1,1,2,0,3,1.0,0,4.0,1.0,1.0,3,1,693.28,37,11.0,13473
190002420378,3,0,1,1,1,2,0,3,1.0,11,4.0,1.0,1.0,3,1,698.8399999999999,14,11.0,1746
190002690669,3,0,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,2,1,545.92,14,8.0,1746
190001479736,3,0,1,1,1,2,0,2,1.0,12,2.0,1.0,1.0,4,0,650.0,15,1.0,1247
190001942097,1,0,1,1,1,2,0,2,1.0,10,2.0,1.0,1.0,5,1,583.0,13,6.0,1746
190005775834,5,1,1,3,1,2,0,2,1.0,8,1.0,1.0,1.0,5,0,516.1800000000001,11,11.0,1247
190004869999,2,1,1,1,1,2,0,2,1.0,0,2.0,1.0,1.0,2,1,622.82,20,5.0,1247
190005030330,3,0,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,4,1,438.0,10,6.0,1247
190004828162,3,0,1,3,1,2,0,2,1.0,14,4.0,1.0,1.0,6,1,644.74,17,8.0,2245
190001834360,3,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,549.0600000000001,12,9.0,2245
190003703461,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,496.18,18,7.0,3493
190003282217,3,0,1,1,1,2,0,2,1.0,10,2.0,1.0,1.0,3,1,423.82,11,8.0,499
190004586721,2,0,1,3,1,2,0,3,1.0,19,4.0,1.0,1.0,4,1,737.0200000000001,15,11.0,6487
190001659109,3,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,1,660.64,19,0.0,499
190004722446,3,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,5,0,523.4399999999999,18,0.0,1247
190005399166,4,1,1,1,1,2,0,2,1.0,9,4.0,1.0,1.0,3,1,529.7,16,7.0,1247
190001810542,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,484.16,17,1.0,499
190005020556,3,1,1,1,2,2,0,3,1.0,19,4.0,1.0,1.0,4,1,601.7,44,14.0,6487
190002958177,2,0,1,3,1,2,0,2,1.0,16,2.0,1.0,1.0,6,0,398.12,5,0.0,499
190004981992,3,0,1,3,1,2,0,2,1.0,11,2.0,1.0,1.0,4,1,673.74,10,6.0,1746
190001759026,3,1,1,3,1,2,0,2,1.0,14,2.0,1.0,1.0,2,0,461.66,14,6.0,1746
190005321591,3,0,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,5,1,639.62,13,6.0,3493
190001628154,2,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,5,1,585.38,19,8.0,499
190002191895,2,0,1,3,1,2,0,2,1.0,19,3.0,2.0,4.0,5,1,521.5799999999999,9,4.0,1247
190003417285,4,1,0,2,1,2,0,2,1.0,3,2.0,1.0,1.0,5,1,451.84,9,8.0,1247
190001353221,3,0,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,3,1,561.26,14,5.0,1746
190005170464,2,1,1,1,1,2,0,2,1.0,12,2.0,1.0,1.0,4,0,489.9,7,0.0,499
190001100008,2,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,3,0,551.14,5,3.0,499
190005105912,5,1,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,4,0,378.02,5,0.0,0
190001086234,5,1,1,3,1,2,0,2,1.0,5,2.0,1.0,1.0,5,0,397.42,5,0.0,499
190004012771,4,1,1,3,1,2,0,2,1.0,11,1.0,1.0,1.0,4,1,642.22,13,8.0,3493
190004613908,3,1,1,3,1,2,0,2,1.0,11,2.0,1.0,1.0,3,1,539.3799999999999,19,9.0,2245
190001570018,4,0,1,2,1,2,0,2,1.0,11,2.0,1.0,1.0,3,1,421.36,11,5.0,3493
190001790352,3,0,1,3,1,2,0,2,1.0,17,2.0,1.0,1.0,5,0,488.7200000000001,5,0.0,499
190002905436,3,0,1,4,1,2,0,3,1.0,6,4.0,1.0,1.0,3,1,495.06000000000006,22,8.0,1746
190003154871,2,1,1,4,1,2,0,2,1.0,9,2.0,1.0,1.0,6,1,478.9200000000001,18,2.0,1247
190003148275,3,0,1,1,1,2,0,2,1.0,9,2.0,1.0,1.0,3,1,564.76,15,1.0,1247
190004532838,2,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,5,0,537.62,7,2.0,1746
190004915593,3,1,1,3,1,2,0,2,1.0,21,1.0,1.0,1.0,5,0,468.0,18,2.0,1247
190002123523,3,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,557.86,15,2.0,4491
190003250360,2,0,1,1,1,2,0,3,1.0,10,4.0,1.0,1.0,2,1,538.3,19,14.0,3493
190001275249,3,1,1,3,1,2,0,2,1.0,3,2.0,1.0,1.0,4,1,466.84,8,4.0,499
190003368516,2,0,1,3,1,2,0,2,1.0,2,4.0,1.0,1.0,4,1,769.88,31,14.0,9481
190003214369,2,1,0,1,1,2,0,3,1.0,8,4.0,1.0,1.0,5,1,629.96,38,11.0,13473
190005341610,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,591.0,22,14.0,7485
190003283768,3,1,1,2,1,2,0,2,1.0,21,2.0,1.0,1.0,6,0,470.74,13,4.0,499
190001261701,3,0,1,3,1,2,0,2,1.0,3,2.0,1.0,1.0,3,1,571.26,10,6.0,499
190001019465,9,0,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,4,0,457.82,8,0.0,1247
190001636362,2,1,1,1,1,2,0,2,1.0,9,2.0,1.0,1.0,6,1,545.36,13,8.0,2245
190004296998,1,0,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,5,1,646.42,20,11.0,4491
190001207214,3,0,1,3,1,2,0,2,1.0,18,2.0,1.0,1.0,5,0,468.38,5,4.0,1247
190001852416,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,478.44000000000005,12,8.0,1746
190002706217,3,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,555.1,7,2.0,499
190002639901,2,0,1,1,1,2,0,3,1.0,20,4.0,1.0,1.0,4,1,690.0200000000001,53,14.0,25000
190001881246,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,5,1,516.74,13,11.0,5489
190004411445,3,0,1,2,1,2,0,2,1.0,19,2.0,1.0,1.0,3,0,479.9,5,2.0,499
190001785479,5,0,1,3,1,2,0,2,1.0,13,2.0,1.0,1.0,8,0,519.3399999999999,10,4.0,1746
190005858855,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,6,1,510.9,13,6.0,3493
190001450706,1,0,1,2,1,2,0,2,1.0,3,2.0,2.0,1.0,3,1,510.9,13,8.0,2245
190002015962,3,1,1,3,1,2,0,2,1.0,15,2.0,1.0,1.0,3,0,458.1,5,1.0,499
190003632275,3,1,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,3,1,707.14,28,6.0,4491
190002052426,3,0,1,3,1,2,0,2,1.0,6,1.0,1.0,1.0,4,1,605.54,21,11.0,9481
190001940411,2,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,5,0,449.48,5,0.0,499
190003849139,3,1,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,5,1,471.24,17,8.0,2245
190002668622,2,1,1,3,1,2,0,2,1.0,1,2.0,1.0,1.0,3,1,541.18,9,6.0,1247
190003668829,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,6,1,569.66,24,4.0,2245
190005352898,4,1,1,1,1,2,0,3,1.0,11,4.0,1.0,1.0,3,1,556.6,11,2.0,2744
190003283158,2,1,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,4,0,515.74,5,3.0,499
190001986302,3,0,1,3,1,2,0,2,1.0,5,2.0,1.0,1.0,3,0,433.46,10,4.0,0
190001169576,2,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,3,1,543.4399999999999,5,4.0,499
190003666625,3,0,1,3,1,2,0,2,1.0,2,1.0,1.0,1.0,4,1,665.36,18,5.0,3493
190002575265,3,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,3,0,432.58,6,0.0,499
190004356925,2,0,1,3,1,2,0,2,1.0,22,2.0,1.0,1.0,4,0,611.24,20,8.0,3493
190003983589,2,1,1,1,1,2,0,2,1.0,3,2.0,2.0,1.0,5,0,529.42,3,1.0,0
190001733166,4,1,1,1,1,2,0,2,1.0,1,2.0,1.0,1.0,2,0,449.74,6,6.0,499
190001453120,5,0,1,3,1,2,0,2,1.0,16,1.0,1.0,1.0,3,0,555.8399999999999,8,4.0,499
190003148751,3,0,1,3,1,2,0,2,1.0,22,2.0,1.0,1.0,4,1,607.8399999999999,24,4.0,1746
190002556732,4,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,5,1,555.5,11,3.0,1247
190003292886,3,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,5,1,619.48,32,14.0,3493
190001900088,2,0,1,3,1,2,0,2,1.0,0,2.0,1.0,1.0,2,1,525.12,12,6.0,1247
190004055038,2,1,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,3,1,624.0,16,11.0,8483
190004782295,3,0,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,3,1,729.5600000000001,18,9.0,2744
190002067448,2,1,1,3,1,2,0,2,1.0,21,1.0,1.0,1.0,4,1,567.74,12,9.0,2245
190001850715,2,1,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,3,1,520.4,14,7.0,2245
190002594414,5,0,1,2,1,2,0,2,1.0,3,2.0,1.0,1.0,5,1,488.4,5,0.0,499
190002092804,3,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,516.2,13,2.0,499
190001536209,3,1,1,1,1,2,0,2,1.0,11,1.0,1.0,1.0,6,1,566.3,21,5.0,3493
190003320479,2,0,1,2,1,2,0,2,1.0,11,1.0,1.0,1.0,3,1,575.9,10,8.0,1247
190004257363,3,1,1,3,1,2,0,2,1.0,1,2.0,1.0,1.0,2,1,526.04,9,0.0,2245
190002008103,2,1,1,2,1,2,0,2,1.0,5,2.0,1.0,1.0,4,1,507.24,14,14.0,499
190003871443,2,1,1,1,1,2,0,2,1.0,0,2.0,1.0,1.0,7,1,469.98,21,1.0,1247
190001869145,2,1,1,2,1,2,0,2,1.0,0,2.0,1.0,1.0,2,1,576.1,20,8.0,3493
190001825180,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,475.5200000000001,19,3.0,3493
190003266256,2,0,0,3,1,2,0,2,1.0,7,2.0,1.0,1.0,6,0,527.6600000000001,5,4.0,0
190004483374,2,0,1,3,1,2,0,2,1.0,17,2.0,1.0,1.0,4,1,445.54,19,2.0,1746
190006065138,2,0,1,1,1,2,0,2,1.0,11,2.0,1.0,1.0,4,1,427.8200000000001,13,2.0,4491
190002425235,4,0,1,2,1,2,0,2,1.0,11,2.0,1.0,1.0,3,0,502.16,5,0.0,499
190002766439,3,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,415.2799999999999,5,0.0,499
190003259841,3,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,458.04,5,3.0,1247
190004385705,5,0,0,3,1,2,0,2,1.0,2,2.0,1.0,1.0,6,1,464.74,14,0.0,2744
190002063222,2,0,1,2,1,2,0,2,1.0,21,2.0,1.0,1.0,2,0,449.54,6,6.0,499
190002800784,2,0,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,6,0,430.88,7,4.0,499
190001687623,3,0,1,3,1,2,0,2,1.0,1,2.0,1.0,1.0,4,1,476.42,23,2.0,3493
190001621620,2,1,1,2,1,2,0,2,1.0,2,2.0,1.0,1.0,5,0,441.7,10,2.0,1247
190005349071,2,0,1,0,1,2,0,2,1.0,0,2.0,1.0,1.0,3,1,381.32,21,6.0,1247
190003953047,2,1,1,1,1,2,0,2,1.0,5,2.0,1.0,1.0,3,1,578.4,25,14.0,10978
190004571689,3,0,1,2,1,2,0,2,1.0,21,2.0,1.0,1.0,8,1,453.3,6,4.0,499
190002563798,2,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,5,0,567.1600000000001,6,5.0,499
190001312628,2,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,570.36,27,8.0,2245
190003346825,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,434.04,11,9.0,2245
190003158158,2,1,1,1,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,432.18,16,11.0,2744
190001927351,2,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,2,1,450.8,7,0.0,1746
190005727779,3,0,1,2,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,497.66,10,5.0,499
190005449556,3,0,1,2,1,2,0,3,1.0,23,4.0,1.0,1.0,5,1,505.2200000000001,16,8.0,3493
190003798664,3,0,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,3,1,556.62,13,2.0,1247
190004729229,3,1,1,1,1,2,0,2,1.0,2,1.0,1.0,1.0,3,1,582.04,18,11.0,5489
190004934376,2,0,1,3,1,2,0,2,1.0,23,2.0,1.0,1.0,3,0,512.9,5,14.0,499
190005655808,2,0,1,3,1,2,0,2,1.0,3,2.0,1.0,1.0,3,1,514.6600000000001,9,9.0,2245
190004136980,2,0,1,3,1,2,0,3,1.0,10,4.0,1.0,1.0,4,1,702.4,33,1.0,4491
190001097102,3,1,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,4,1,485.24,5,2.0,499
190005311425,2,1,1,1,1,2,0,2,1.0,0,4.0,1.0,1.0,2,1,539.28,17,11.0,3493
190005361542,3,0,1,3,1,2,0,3,1.0,11,4.0,1.0,1.0,3,1,509.06000000000006,17,8.0,5489
190001719101,2,1,1,1,1,2,0,2,1.0,1,2.0,1.0,1.0,3,1,420.7,23,4.0,4491
190003275352,2,0,0,3,1,2,0,2,1.0,10,2.0,1.0,1.0,6,1,634.62,13,3.0,1746
190005144307,2,1,1,3,1,2,0,2,1.0,2,4.0,1.0,1.0,3,1,609.4599999999999,28,8.0,1746
190005133886,2,1,1,1,1,2,0,3,1.0,11,4.0,1.0,1.0,4,1,558.76,19,4.0,2744
190002972135,3,0,1,3,1,2,0,2,1.0,17,2.0,1.0,1.0,4,1,452.24,8,2.0,1247
190003792895,3,0,1,1,1,2,0,2,1.0,22,2.0,1.0,1.0,4,1,510.34,16,6.0,0
190003119732,3,1,1,4,1,2,0,2,1.0,10,2.0,1.0,1.0,4,1,597.6800000000001,6,4.0,499
190003021284,3,1,1,2,1,2,0,2,1.0,8,2.0,1.0,1.0,6,1,499.28,10,0.0,1746
190003144068,2,1,1,3,1,2,0,2,1.0,11,4.0,1.0,1.0,3,1,547.24,16,5.0,2744
190001262481,2,1,1,1,1,2,0,3,1.0,3,4.0,1.0,1.0,4,1,710.64,54,14.0,25000
190003894226,3,1,1,4,1,2,0,2,1.0,12,2.0,1.0,1.0,9,0,495.3,5,2.0,499
190005706590,9,1,1,3,1,2,0,2,1.0,7,2.0,1.0,1.0,4,0,450.4200000000001,6,0.0,499
190003348571,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,489.72,22,8.0,2245
190002571296,3,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,5,1,464.32,7,0.0,499
190002510762,3,0,1,3,1,2,0,3,1.0,2,4.0,1.0,1.0,3,1,584.6,22,8.0,4491
190004576933,3,1,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,2,1,485.3200000000001,8,0.0,499
190001666284,3,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,1,423.7,12,3.0,499
190002739026,2,1,1,3,1,2,0,3,1.0,4,4.0,1.0,1.0,3,1,677.08,11,1.0,2245
190001872311,2,1,1,1,1,2,0,3,1.0,0,4.0,1.0,1.0,5,1,633.54,30,14.0,3493
190005008762,3,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,455.16,14,8.0,2744
190004548210,4,0,1,1,1,2,0,2,1.0,3,2.0,1.0,1.0,2,1,564.26,11,8.0,1247
190001674681,3,1,1,2,1,2,0,2,1.0,9,4.0,1.0,1.0,3,1,548.38,27,8.0,4491
190002716716,3,1,1,1,1,2,0,2,1.0,10,2.0,1.0,1.0,6,0,440.8,8,0.0,499
190003319910,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,455.7600000000001,22,8.0,2245
190002865392,2,1,1,1,1,2,0,2,1.0,13,2.0,1.0,1.0,3,1,581.14,19,8.0,2245
190001922679,2,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,496.64,5,0.0,499
190001709205,3,1,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,3,1,488.66,21,4.0,2245
190005895813,2,0,1,1,1,2,0,2,1.0,0,4.0,1.0,1.0,3,1,512.24,13,8.0,2744
190003307499,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,593.28,18,2.0,4491
190003324270,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,606.26,33,14.0,3493
190001736497,3,0,1,1,1,2,0,2,1.0,1,4.0,1.0,1.0,3,1,509.64,10,1.0,1247
190003448135,2,1,1,3,1,2,0,2,1.0,3,2.0,1.0,1.0,4,1,369.72,8,8.0,499
190004358547,2,0,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,585.4399999999999,15,11.0,2744
190005420479,2,1,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,6,1,541.76,12,11.0,1247
190004263294,2,0,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,2,1,579.9399999999999,32,14.0,2744
190001303151,2,1,1,1,1,2,0,2,1.0,9,2.0,1.0,1.0,5,1,408.9,9,1.0,499
190005545864,2,0,1,4,1,2,0,2,1.0,21,2.0,1.0,1.0,4,1,460.9,14,4.0,1247
190004276628,2,0,1,1,1,2,0,2,1.0,2,4.0,1.0,1.0,4,1,485.34,23,11.0,3493
190003402971,3,0,1,3,1,2,0,2,1.0,25,2.0,1.0,1.0,6,1,573.46,8,3.0,1247
190002600011,2,0,1,1,1,2,0,2,1.0,9,2.0,1.0,1.0,5,1,427.22,10,2.0,3493
190001014658,2,1,1,3,1,2,0,2,1.0,8,3.0,1.0,1.0,3,1,622.8,5,4.0,499
190001567396,3,1,1,2,1,2,0,2,1.0,11,2.0,1.0,1.0,3,1,425.34,20,8.0,2744
190002541823,3,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,504.52,5,6.0,1247
190003675851,3,1,1,3,1,2,0,2,1.0,0,2.0,1.0,1.0,3,1,528.1600000000001,28,11.0,2245
190001660452,2,0,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,5,1,490.24,38,11.0,6487
190001128393,2,0,1,3,1,2,0,2,1.0,7,2.0,1.0,1.0,4,1,470.88,10,4.0,499
