NU_INSCRICAO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,N_PESSOAS_MESMA_RED,INTERNET,MEDIA_CANDIDATO,SCORE_CONSUMO,SCORE_CULT_PAIS,RENDA
190003373474,2,1,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,4,0,492.82,11,0.0,1746
190004058262,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,5,0,493.2,5,6.0,0
190002031993,3,1,2,3,1,2,0,2,1.0,6,2.0,1.0,1.0,7,1,533.96,22,4.0,1247
190001667389,2,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,3,1,620.36,11,8.0,2245
190001531001,2,1,1,3,1,2,0,2,1.0,22,2.0,1.0,1.0,4,1,462.1,16,1.0,499
190003329746,2,0,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,3,1,638.58,46,14.0,17465
190005943657,2,0,1,3,1,2,0,2,1.0,1,2.0,1.0,1.0,3,1,525.46,14,9.0,2245
190004993800,2,0,1,1,1,2,0,3,1.0,9,4.0,1.0,1.0,4,1,570.74,35,11.0,4491
190004098887,2,1,1,1,1,2,0,3,1.0,6,4.0,1.0,1.0,4,1,545.0,19,14.0,2245
190003519949,2,1,1,2,1,2,0,2,1.0,3,2.0,1.0,1.0,4,1,456.9,11,4.0,499
190001157414,4,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,467.72,6,0.0,1247
190005992204,1,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,490.94,16,8.0,1746
190003015832,3,1,1,4,1,2,0,2,1.0,17,2.0,1.0,1.0,3,1,560.4399999999999,17,5.0,499
190003119293,2,1,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,3,1,505.2,8,2.0,1247
190002001041,2,1,1,3,1,2,0,2,1.0,5,2.0,1.0,1.0,3,1,415.3200000000001,11,8.0,3493
190004130232,2,1,1,1,1,2,0,3,1.0,4,4.0,1.0,1.0,3,1,610.9799999999999,21,4.0,1247
190003175109,2,0,1,3,1,2,0,2,1.0,9,1.0,1.0,1.0,4,1,581.0600000000001,13,8.0,2245
190004107536,3,0,1,1,1,2,0,3,1.0,10,4.0,1.0,1.0,2,1,578.38,31,7.0,10978
190003030698,2,0,1,3,1,2,0,2,1.0,8,1.0,1.0,1.0,4,1,577.1400000000001,14,8.0,2245
190003766489,2,1,1,1,1,2,0,2,1.0,19,2.0,1.0,1.0,4,1,539.9,13,6.0,499
190003113452,2,1,1,1,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,406.42,7,3.0,499
190002275403,3,1,1,2,1,2,0,2,1.0,25,2.0,1.0,1.0,4,1,443.4200000000001,3,8.0,499
190002294211,3,0,1,3,1,2,0,2,1.0,3,2.0,1.0,1.0,3,1,563.08,16,2.0,2245
190001090046,3,1,1,1,1,2,0,2,1.0,23,2.0,1.0,1.0,1,1,602.0799999999999,14,5.0,1247
190002240876,3,1,1,3,2,2,0,2,1.0,4,1.0,1.0,1.0,5,0,527.22,6,0.0,499
190005522534,3,1,1,1,1,2,0,2,1.0,21,2.0,1.0,1.0,2,1,502.2600000000001,10,4.0,7485
190005172973,2,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,2,1,514.92,6,0.0,499
190003979490,2,1,1,3,1,2,0,2,1.0,5,2.0,1.0,1.0,5,0,413.7600000000001,11,0.0,2245
190002830134,3,1,1,1,1,2,0,2,1.0,11,4.0,1.0,1.0,2,1,727.38,14,0.0,2744
190001103143,2,0,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,5,0,541.04,8,2.0,499
190003494172,3,1,1,2,1,2,0,2,1.0,16,2.0,1.0,1.0,4,1,499.4799999999999,9,0.0,499
190001660557,2,1,1,1,1,2,0,2,1.0,9,2.0,1.0,1.0,3,1,448.14,11,2.0,499
190003280508,2,0,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,3,0,423.64,6,8.0,1247
190002314120,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,457.64,14,5.0,2245
190005309437,3,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,401.26,10,4.0,1746
190004069906,2,1,1,3,1,2,0,2,1.0,1,2.0,1.0,1.0,5,1,509.18,17,1.0,1247
190001512541,4,0,1,3,1,2,0,2,1.0,22,4.0,1.0,1.0,4,1,654.9,22,7.0,1247
190003736750,5,0,1,3,1,2,0,2,1.0,25,2.0,1.0,1.0,5,1,428.94,9,0.0,0
190004241592,3,0,2,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,553.8,16,3.0,2245
190004374563,4,1,1,2,1,2,0,2,1.0,11,2.0,1.0,1.0,6,1,455.12000000000006,5,2.0,1247
190001779105,3,1,1,3,1,2,0,2,1.0,14,2.0,1.0,1.0,4,1,477.6,8,6.0,1746
190001215697,3,1,1,2,1,2,0,2,1.0,21,2.0,1.0,1.0,4,1,527.06,10,6.0,1247
190002831239,2,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,443.68,13,4.0,1247
190004481515,4,0,1,3,1,2,0,2,1.0,5,2.0,1.0,1.0,2,1,457.7,6,8.0,499
190004961845,3,0,1,3,1,2,0,2,1.0,23,2.0,1.0,1.0,3,0,400.88,9,8.0,499
190002811738,3,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,0,501.7600000000001,5,2.0,1247
190003291177,3,1,1,2,1,2,0,2,1.0,21,2.0,1.0,1.0,2,0,500.3,7,4.0,499
190003779678,2,1,1,1,1,2,0,2,1.0,9,2.0,1.0,1.0,3,1,522.4399999999999,15,4.0,2245
190004499037,3,0,1,3,1,2,0,2,1.0,17,2.0,1.0,1.0,4,0,479.4799999999999,13,2.0,1746
190004696394,3,1,1,1,1,2,0,2,1.0,13,2.0,1.0,1.0,3,1,517.82,14,9.0,2744
190003288646,3,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,3,0,369.44,6,1.0,499
190001961541,2,1,1,3,1,2,0,2,1.0,7,2.0,1.0,1.0,4,0,495.44,5,0.0,0
190001473193,3,1,1,3,1,2,0,2,1.0,4,1.0,1.0,1.0,3,1,552.28,17,6.0,1247
190001202423,3,0,1,1,1,2,0,2,1.0,18,2.0,1.0,1.0,5,1,465.2600000000001,17,8.0,1247
190001267295,2,1,1,1,1,2,0,2,1.0,3,2.0,1.0,1.0,4,1,636.0600000000001,22,11.0,3493
190004267875,3,0,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,4,1,570.5600000000001,22,14.0,0
190004749327,3,0,1,3,1,2,0,3,1.0,6,4.0,1.0,1.0,2,1,679.78,15,11.0,1746
190003151152,2,0,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,532.52,20,4.0,3493
190003400589,2,1,1,1,1,2,0,2,1.0,20,2.0,1.0,1.0,4,1,452.9,22,11.0,3493
190002695473,3,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,6,1,470.3,11,0.0,499
190002790921,3,0,0,0,1,2,0,2,1.0,10,2.0,1.0,1.0,6,0,562.6,5,2.0,1247
190001152795,2,0,1,2,1,2,0,2,1.0,10,2.0,1.0,1.0,4,1,573.2,21,8.0,1247
190005054849,3,1,1,3,1,2,0,2,1.0,12,2.0,1.0,1.0,4,0,537.04,8,4.0,1247
190003412612,3,0,1,4,1,2,0,2,1.0,16,2.0,1.0,1.0,3,1,497.6,7,5.0,499
190001716895,3,1,1,1,1,2,0,2,1.0,0,2.0,1.0,1.0,4,1,542.28,13,2.0,499
190003653527,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,2,1,481.74,24,2.0,1247
190004550005,2,1,1,1,1,2,0,3,1.0,9,4.0,1.0,1.0,4,1,679.74,24,14.0,9481
190004777544,2,1,1,1,1,2,0,3,1.0,20,4.0,1.0,1.0,4,1,653.78,23,14.0,9481
190003271763,3,0,0,4,1,2,0,2,1.0,10,2.0,1.0,1.0,5,0,615.04,9,0.0,499
190004459313,2,0,1,3,1,2,0,3,1.0,6,4.0,1.0,1.0,4,1,737.22,40,7.0,13473
190004784738,3,0,1,3,1,2,0,2,1.0,1,4.0,1.0,1.0,5,1,561.6,49,8.0,6487
190002769414,2,0,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,5,0,386.24,5,4.0,499
190005155677,5,1,0,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,0,411.54,9,0.0,1247
190002745681,4,0,1,0,1,2,0,2,1.0,4,2.0,1.0,1.0,3,1,428.8200000000001,11,2.0,3493
190001625800,2,1,1,1,1,2,0,2,1.0,11,2.0,1.0,1.0,5,1,602.9,8,2.0,499
190003775240,3,1,1,1,1,2,0,3,1.0,9,4.0,1.0,1.0,5,1,584.48,39,8.0,3493
190003823032,3,1,1,1,1,2,0,2,1.0,9,1.0,1.0,1.0,3,1,621.3399999999999,25,11.0,3493
190002999686,3,0,1,3,1,2,0,2,1.0,17,2.0,1.0,1.0,5,1,435.96,10,4.0,499
190005438097,2,1,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,10,0,516.12,6,0.0,499
190002085550,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,5,1,560.24,13,2.0,1247
190002245223,3,1,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,4,0,519.02,6,0.0,0
190005540543,2,0,1,1,1,2,0,2,1.0,15,2.0,1.0,1.0,4,1,546.92,12,2.0,1247
190001970243,3,1,1,3,1,2,0,2,1.0,18,2.0,1.0,1.0,4,1,486.4200000000001,17,5.0,2245
190003477065,2,1,1,1,1,2,0,2,1.0,9,4.0,1.0,1.0,3,1,679.82,24,11.0,4491
190004200104,2,1,1,3,1,2,0,2,1.0,2,3.0,1.0,1.0,4,1,541.74,24,14.0,2744
190004616829,3,1,1,3,1,2,0,2,1.0,11,2.0,1.0,1.0,2,1,516.38,16,0.0,499
190002564482,2,0,1,1,1,2,0,2,1.0,10,2.0,1.0,1.0,5,1,488.48,10,4.0,1247
190002178306,2,1,1,4,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,560.42,10,4.0,499
190002551725,2,1,1,4,1,2,0,2,1.0,16,2.0,1.0,1.0,3,1,448.72,6,9.0,499
190003944386,5,0,1,2,1,2,0,2,1.0,8,2.0,2.0,1.0,4,0,354.74,2,2.0,499
190001117227,2,0,1,3,1,2,0,2,1.0,7,2.0,1.0,1.0,4,0,538.1600000000001,5,4.0,499
190003933681,3,1,1,3,1,2,0,2,1.0,5,2.0,1.0,1.0,6,0,434.94,10,14.0,2245
190003390564,2,0,1,1,1,2,0,3,1.0,20,4.0,1.0,1.0,3,1,677.48,42,14.0,25000
190004481174,3,0,1,3,1,2,0,2,1.0,23,2.0,1.0,1.0,3,0,481.9,14,11.0,2245
190004694660,2,0,1,2,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,635.36,16,8.0,1247
190004999417,2,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,5,1,469.1,16,2.0,1746
190002062608,2,1,1,3,1,2,0,2,1.0,6,2.0,1.0,1.0,5,1,464.3,10,5.0,2245
190003374894,2,1,1,4,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,536.04,11,4.0,1746
190003302680,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,2,0,541.76,8,8.0,1247
190003758209,3,1,0,4,1,2,0,2,1.0,6,4.0,1.0,1.0,4,1,704.9,35,14.0,10978
190005643580,3,1,1,3,1,2,0,2,1.0,3,2.0,1.0,1.0,4,0,505.36,3,0.0,0
190004299969,2,1,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,5,0,542.24,7,1.0,499
190005003867,2,1,1,4,1,2,0,2,1.0,11,2.0,1.0,1.0,7,0,436.88,9,7.0,0
190002954316,2,0,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,5,1,590.6600000000001,12,8.0,499
190001351013,3,1,1,3,1,2,0,2,1.0,19,2.0,1.0,1.0,3,1,525.72,11,6.0,499
190001603725,2,0,1,1,1,2,0,2,1.0,2,4.0,1.0,1.0,3,1,673.86,21,11.0,3493
190003227713,3,1,1,3,1,2,0,2,1.0,8,2.0,1.0,1.0,3,0,488.9,14,6.0,1247
190005301965,3,1,1,3,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,587.28,14,6.0,1746
190005973850,3,0,1,3,1,2,0,2,1.0,1,2.0,1.0,1.0,2,1,462.3200000000001,18,3.0,1746
190004944003,4,1,1,3,1,2,0,2,1.0,5,2.0,1.0,1.0,6,0,393.68,11,1.0,1247
190002525508,2,0,1,2,1,2,0,2,1.0,2,2.0,1.0,1.0,2,1,581.1,15,3.0,1247
190002778006,2,1,1,1,1,2,0,2,1.0,12,2.0,1.0,1.0,6,1,428.16,7,7.0,1746
190003012894,2,1,1,1,1,2,0,3,1.0,17,4.0,1.0,1.0,4,1,624.34,33,14.0,5489
190004847492,3,1,1,2,1,2,0,2,1.0,21,2.0,1.0,1.0,9,0,458.68,15,8.0,499
190004781061,2,0,1,1,1,2,0,3,1.0,1,4.0,1.0,1.0,3,1,674.82,29,6.0,2245
190005132693,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,5,1,438.78,16,2.0,1746
190004617142,3,1,1,2,1,2,0,2,1.0,11,1.0,1.0,1.0,3,1,625.04,8,5.0,1746
190004868874,2,0,1,1,1,2,0,2,1.0,13,2.0,1.0,1.0,6,1,556.28,15,14.0,3493
190004213417,2,1,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,3,1,377.3,21,8.0,1247
190003631401,2,0,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,482.74,5,2.0,1247
190004480199,3,0,1,2,1,2,0,2,1.0,14,2.0,1.0,1.0,4,0,442.22,0,0.0,0
190001442793,4,0,1,3,1,2,0,2,1.0,25,2.0,1.0,1.0,4,1,552.24,8,8.0,0
190004084224,2,0,1,0,1,2,0,2,1.0,2,2.0,1.0,1.0,6,1,541.6,10,1.0,1247
190002680228,3,1,1,3,1,2,0,2,1.0,13,2.0,1.0,1.0,2,0,536.28,16,1.0,1746
190001852440,2,1,1,2,1,2,0,3,1.0,2,4.0,1.0,1.0,2,1,581.7,11,6.0,1746
190001654444,2,0,2,3,1,2,0,2,1.0,9,2.0,1.0,1.0,2,0,632.74,3,0.0,499
190004896109,3,0,1,3,1,2,0,2,1.0,1,2.0,1.0,1.0,4,1,532.48,10,8.0,1247
190003572343,3,1,1,0,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,418.4,5,2.0,499
190001697938,3,0,1,1,1,2,0,2,1.0,1,2.0,1.0,1.0,4,1,490.46,26,6.0,2744
190001662395,2,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,0,499.4799999999999,5,8.0,499
190003572375,2,1,1,1,1,2,0,2,1.0,10,2.0,1.0,1.0,4,1,384.94,12,0.0,499
190002128690,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,597.44,17,11.0,7485
190002780501,2,1,0,0,1,2,0,2,1.0,10,2.0,1.0,1.0,7,1,498.02,9,2.0,1247
190004643485,2,0,1,3,1,2,0,3,1.0,11,4.0,1.0,1.0,3,1,724.02,43,8.0,5489
190003380188,3,0,1,1,1,2,0,2,1.0,1,2.0,1.0,1.0,5,1,493.0,15,8.0,2245
190003085216,3,1,1,3,1,2,0,2,1.0,7,2.0,1.0,1.0,4,0,518.22,6,5.0,499
190003289367,3,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,2,0,547.84,10,8.0,1247
190004085765,2,1,1,1,1,2,0,2,1.0,0,2.0,1.0,1.0,4,1,479.8,10,8.0,2744
190003632479,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,2,1,525.1600000000001,17,8.0,3493
190005299049,3,0,1,1,1,2,0,2,1.0,9,2.0,1.0,1.0,4,1,474.1,21,6.0,1746
190004830660,3,1,1,1,1,2,0,2,1.0,1,2.0,1.0,1.0,3,1,577.82,10,9.0,2744
190003368174,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,4,1,569.24,32,5.0,2245
190002965856,3,1,1,0,1,2,0,2,1.0,17,2.0,1.0,1.0,3,1,548.6600000000001,18,4.0,1746
190004210995,2,0,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,5,1,560.0,22,0.0,2245
190004841770,3,1,1,3,1,2,0,2,1.0,21,2.0,1.0,1.0,5,1,432.7600000000001,11,1.0,499
190002803882,3,1,1,3,2,2,0,2,1.0,19,2.0,1.0,1.0,9,1,403.16,7,1.0,0
190001401875,3,0,1,3,1,2,0,2,1.0,16,2.0,2.0,1.0,5,1,426.56,8,4.0,0
190002581574,2,0,1,2,1,2,0,2,1.0,10,2.0,1.0,1.0,3,1,497.04,8,4.0,499
190003480122,3,0,1,3,1,2,0,2,1.0,3,1.0,2.0,1.0,3,1,639.38,22,8.0,3493
190003631287,2,0,1,1,1,2,0,2,1.0,2,2.0,1.0,1.0,5,0,541.74,5,1.0,1247
190003391824,2,1,1,3,1,2,0,2,1.0,2,2.0,1.0,1.0,5,1,540.8199999999999,16,6.0,1247
190002799075,2,1,1,3,1,2,0,2,1.0,10,2.0,1.0,1.0,4,1,471.7600000000001,8,4.0,1247
190002622097,3,1,1,1,1,2,0,2,1.0,3,4.0,1.0,1.0,5,1,661.88,31,14.0,6487
190002478636,2,1,1,1,1,2,0,3,1.0,2,4.0,1.0,1.0,4,1,621.0,42,14.0,7485
190005193582,4,0,1,1,1,2,0,2,1.0,19,2.0,1.0,1.0,5,1,371.44000000000005,6,3.0,1247
190001488525,4,1,1,3,1,2,0,2,1.0,4,2.0,1.0,1.0,4,1,439.38,11,0.0,499
